"276847"
	"0747554420"
	"0553840266"
	"0330373250"
	"3404118960"
	"0099664313"
	"3499117940"
	"0747549559"
	"3499117622"
	"0553840185"
	"0330391933"
"277203"
	"0140431357"
	"0965916480"
	"0520006534"
	"2290313238"
	"0966726928"
	"0449502147"
	"3548244467"
	"0887299253"
	"0708831478"
	"081671469X"
"277427"
	"0441004873"
	"0671318454"
	"0345349350"
	"0671721291"
	"0671656236"
	"0679729461"
	"0441810764"
	"0812522281"
	"0553582755"
	"0812574621"
"278137"
	"0385484518"
	"0849956242"
	"1558744630"
	"0789302411"
	"0099771519"
	"1558743790"
	"0618002235"
	"0061020702"
	"1558531564"
	"1555600875"
"278188"
	"0515116750"
	"051511779X"
	"0515114693"
	"0440225701"
	"0515121843"
	"0553282476"
	"0515100412"
	"0812523725"
	"0553574671"
	"0671741209"
"278418"
	"0061007226"
	"0684823780"
	"1567310079"
	"0520217551"
	"0765342294"
	"0833510266"
	"0151002177"
	"0441172717"
	"0671732498"
	"0525934189"
"242"
	"0140431357"
	"0965916480"
	"0520006534"
	"2290313238"
	"0966726928"
	"0449502147"
	"3548244467"
	"0887299253"
	"0708831478"
	"081671469X"
"254"
	"0451179285"
	"0684866048"
	"0671867865"
	"0446676926"
	"0140434895"
	"0446672653"
	"013084313X"
	"0312421273"
	"0142001805"
	"0192833553"
"638"
	"0446691798"
	"0060987561"
	"0446610399"
	"0375706771"
	"0446608955"
	"0446606812"
	"0446364193"
	"0446605239"
	"0446611867"
	"1576734781"
"643"
	"2266104535"
	"0553213148"
	"0446365386"
	"0375412530"
	"0877017883"
	"055321313X"
	"0345337662"
	"0345409272"
	"0517540177"
	"0836220986"
"882"
	"0425157628"
	"0385492081"
	"0140288503"
	"0440241537"
	"0312983379"
	"0446611689"
	"0446523321"
	"0515103802"
	"0849911435"
	"0395437482"
"1424"
	"0395353009"
	"0385504209"
	"0345465083"
	"0142001740"
	"0316168815"
	"0425150089"
	"0767906926"
	"0762851309"
	"0380710218"
	"042518904X"
"1435"
	"0486280616"
	"0971358400"
	"0471118494"
	"0385484518"
	"0517064863"
	"0899091679"
	"0451160525"
	"006096975X"
	"0553452991"
	"0917012933"
"1733"
	"0440211263"
	"0385302312"
	"1558746099"
	"0060928336"
	"0385302304"
	"0766607216"
	"0684841347"
	"0553297619"
	"0571206484"
	"0684841371"
"1848"
	"07416811048"
	"0740718371"
	"0140062254"
	"0439176824"
	"0763616958"
	"1583225463"
	"0694011797"
	"0553262505"
	"1585422762"
	"0006548814"
"2033"
	"0451191145"
	"0836218833"
	"0553076256"
	"044651862X"
	"0743422368"
	"0140021795"
	"1563890275"
	"0553270931"
	"0773733078"
	"006099486X"
"2110"
	"155670092X"
	"0553573136"
	"0465047920"
	"0380767112"
	"0453008046"
	"0962191027"
	"0872168018"
	"0226503585"
	"0590457837"
	"1566840287"
"2276"
	"0821736051"
	"0440170796"
	"0743418174"
	"0385484518"
	"0805063269"
	"0385486731"
	"0967673755"
	"0671462970"
	"0671648136"
	"0525942688"
"2442"
	"0140431357"
	"0965916480"
	"0520006534"
	"2290313238"
	"0966726928"
	"0449502147"
	"3548244467"
	"0887299253"
	"0708831478"
	"081671469X"
"2891"
	"0385337639"
	"0811801802"
	"0060558121"
	"0395683297"
	"0385721617"
	"0380816547"
	"0399149848"
	"0140143505"
	"0345458303"
	"1551667401"
"2977"
	"0898156122"
	"0500092524"
	"0060501332"
	"0679756450"
	"0375703861"
	"0880642173"
	"0375726098"
	"0679744479"
	"0793821010"
	"0393971414"
"3167"
	"0553586122"
	"0446525804"
	"1551664879"
	"1551666898"
	"0380002930"
	"0553274503"
	"0812524586"
	"0345361792"
	"0740704818"
	"0877017883"
"3346"
	"0824822765"
	"0446310786"
	"0060929790"
	"1573220221"
	"0142001740"
	"0385722435"
	"0515133639"
	"0380813815"
	"038531258X"
	"0312853238"
"3363"
	"0805047379"
	"0891453695"
	"0743205049"
	"0064472795"
	"0836246314"
	"0966793102"
	"034536208X"
	"0688168256"
	"0028604199"
	"0440224675"
"3371"
	"0517077744"
	"0373073003"
	"0373484836"
	"0440184053"
	"0373510055"
	"0399144803"
	"0399147128"
	"0515118559"
	"0373483546"
	"0515133868"
"3757"
	"8422616335"
	"9681500954"
	"8427016719"
	"8427200153"
	"8495882221"
	"8420616834"
	"8475910017"
	"8495971038"
	"8430577025"
	"8427202776"
"3827"
	"0590996835"
	"0930289595"
	"1573220221"
	"0671041789"
	"0439404371"
	"0802483305"
	"0060507772"
	"0670887315"
	"0671733354"
	"0670050199"
"3923"
	"0446343455"
	"0060083956"
	"067003259X"
	"074323748X"
	"0385722435"
	"0684826127"
	"038531258X"
	"0140280464"
	"0141007338"
	"0312278586"
"4017"
	"0061032042"
	"0385508417"
	"0936085274"
	"0743400739"
	"0684865459"
	"0061014672"
	"068480123X"
	"0871137534"
	"0060916508"
	"0060172916"
"5209"
	"0140431357"
	"0965916480"
	"0520006534"
	"2290313238"
	"0966726928"
	"0449502147"
	"3548244467"
	"0887299253"
	"0708831478"
	"081671469X"
"5350"
	"0140431357"
	"0965916480"
	"0520006534"
	"2290313238"
	"0966726928"
	"0449502147"
	"3548244467"
	"0887299253"
	"0708831478"
	"081671469X"
"5582"
	"0192817469"
	"0679737898"
	"0486424650"
	"0394756827"
	"0805063323"
	"0020306652"
	"014039057X"
	"0805063897"
	"0441304834"
	"0385492081"
"6073"
	"0441304834"
	"0385492081"
	"0140288503"
	"087701759X"
	"059046163X"
	"0590404989"
	"0140386645"
	"1558532854"
	"0553278223"
	"0553213490"
"6242"
	"0770102158"
	"0233997229"
	"1552782964"
	"0451208676"
	"0671021001"
	"0060987561"
	"0679745203"
	"0345342968"
	"0312305060"
	"0374172897"
"6251"
	"080728260X"
	"1570717974"
	"0312311508"
	"0671011367"
	"0590996835"
	"0930289595"
	"1573220221"
	"0671041789"
	"0439404371"
	"0802483305"
"6323"
	"0440219078"
	"0786868716"
	"0394871804"
	"0385321198"
	"0399207589"
	"0385495358"
	"0743227441"
	"4845705567"
	"0740711660"
	"0140503528"
"6543"
	"0062502174"
	"0380005239"
	"0878573410"
	"0345366239"
	"0812589041"
	"0395977894"
	"0743227441"
	"0446515078"
	"0312966970"
	"0743236742"
"6564"
	"8473864166"
	"0345446674"
	"8473864174"
	"0553293419"
	"0743474465"
	"0586057242"
	"0671038885"
	"0812550706"
	"0345333926"
	"0345300556"
"6575"
	"0679734465"
	"0439288886"
	"0440211727"
	"0446606251"
	"0385504209"
	"0394726251"
	"0446610399"
	"0375413634"
	"0061013439"
	"0671042262"
"7105"
	"0399135782"
	"0345359321"
	"0743225406"
	"0349116644"
	"0385043805"
	"0099263815"
	"0099463814"
	"0676974627"
	"0261103288"
	"0671042793"
"7125"
	"0028604199"
	"0440224675"
	"0786889020"
	"0451184963"
	"0028604202"
	"0452283043"
	"002542730X"
	"0446841439"
	"0142002267"
	"0385499825"
"7158"
	"0312195478"
	"1592580432"
	"0060099089"
	"0684862719"
	"0375701214"
	"0312326068"
	"0425186776"
	"0553801376"
	"0446676098"
	"0345387651"
"7286"
	"0525461663"
	"0590187198"
	"0786817194"
	"0786819146"
	"0439405572"
	"0140361707"
	"0380702843"
